WKT,fid,O,D,length,walkwidth2,walkwidth,width,side,buile_MAX,build_ave,build_Min,katagawa,green_ori,bridge,tunnel,crosswalk_ori,roof,river,D/H,gradient2,gradient,maxspeed,O_altitude,D_altitude,crosswalk,pedst,green,walkratio,road,sidewalk,building,wall,fence,pole,traffic li,traffic si,vegetation,terrain,sky,unlabeled,rider,car,truck,bus,train,motorcycle,bycycle,others
"LINESTRING (139.6381733 35.4429962,139.6381336 35.4430769)",1143,694,723,9.667,5.5,5.5,23.5,1,0.0,0.0,0.0,0.0,2,0,0,1,0,,0.0,0.010344471,-0.0103,,1.4,1.5,1,0,0,0.0,0.387666667,0.018794444,0.133188889,0.0,0.001966667,0.029338889,0.00039444400000000003,0.010638888999999999,0.091183333,0.002144444,0.050683333,0.0009777780000000001,0.0,0.013233333,0.006427778,0.0,0.0,0.0,0.0,45605.0
"LINESTRING (139.6363932 35.449369,139.6364187 35.4494031,139.6366727 35.4497372,139.6367379 35.4498258)",1144,696,698,59.625,2.5,2.5,7.5,1,,0.0,,,0,0,0,0,0,,0.0,-0.006708595,0.0067,,2.3,1.9,0,0,0,0.33333333333333304,0.147176852,0.085978704,0.47757592600000004,0.0001,0.018933333,0.033900926,0.00095,0.011112963,0.047493519000000005,0.011993519,0.08025463,0.000707407,0.0,0.047311110999999996,0.004713889000000001,0.004008333,0.0,0.0,0.002035185,4635.666667
"LINESTRING (139.6406171 35.4419355,139.640523 35.4419484)",1145,699,720,8.644,5.0,5.0,20.0,1,,0.0,,,2,0,0,1,0,,0.0,0.011568718,-0.0116,,1.6,1.7,1,0,0,0.0,0.355466667,0.0027611109999999997,0.110105556,0.0,0.007616667,0.018072222,0.000505556,0.002522222,0.035333333,8.89e-05,0.078216667,0.0,0.0,0.057333333,0.015127778,0.0001,0.0,0.0,0.0,57015.0
"LINESTRING (139.640547 35.4420102,139.6406171 35.4419355)",1146,699,719,10.456,5.0,5.0,20.0,1,,0.0,,,2,0,0,1,0,,0.0,0.0,0.0,,1.6,1.6,1,0,0,0.0,0.075333333,0.161411111,0.38788888899999996,0.002827778,0.129088889,0.058722222000000004,0.000427778,0.004961111,0.009311111,0.0014166670000000001,0.013733333,0.027999999999999997,0.0,0.001266667,0.0,0.034061111,0.0,0.000561111,0.030944443999999998,10808.0
"LINESTRING (139.6294764 35.4368646,139.6289607 35.4366196)",1147,702,703,54.083,0.0,4.5,4.5,0,,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,,1.5,1.5,0,0,0,0.0,0.08524222199999999,0.053,0.585257778,5.8899999999999995e-05,0.002612222,0.029083333,0.001177778,0.010226667,0.09303666699999999,0.037036667,0.057016667,0.00079,0.0,0.022557777999999997,0.0015055560000000001,0.005355556,0.0,1.11e-06,0.0035700000000000003,2244.8
"LINESTRING (139.6302135 35.4491016,139.6298558 35.4492734)",1148,704,705,37.614000000000004,3.5,3.5,3.5,2,,0.0,,,0,0,0,0,0,,0.0,-0.010634338,0.0106,,3.1,2.7,0,1,0,0.0,0.10219444400000001,0.007502778000000001,0.696731944,0.0,0.007775,0.020975,0.000223611,0.012577778000000001,0.009069444,0.0,0.000304167,0.0009986110000000002,0.0,0.019458333,0.09215833300000001,0.0,0.0,0.0,0.002919444,4880.0
"LINESTRING (139.6371857 35.4443588,139.6369853 35.4441293)",1149,706,724,31.318,6.5,6.5,17.0,1,39.7,39.7,39.7,1.0,2,0,0,0,0,,0.428211587,-0.003193052,0.0032,,1.1,1.0,0,0,1,0.38235294117647106,0.064868519,0.073431482,0.19024259300000002,5.93e-05,0.052107407,0.010568518999999998,0.000396296,0.005207407,0.304812963,0.07437963,0.006637036999999999,0.015205556,7.41e-06,0.1768,0.000162963,0.0,0.0,0.001040741,0.000603704,4224.333333
"LINESTRING (139.6381733 35.4429962,139.6380923 35.4429018)",1150,711,723,12.807,5.5,5.5,23.5,1,0.0,0.0,0.0,0.0,2,0,0,0,0,,0.0,-0.031232918999999998,0.0312,,1.9,1.5,1,0,0,0.0,0.076205556,0.008766666999999999,0.206672222,0.0,0.204705556,0.037894444,0.0,0.015172221999999999,0.21815555600000003,0.019866667,0.00495,0.0007555560000000001,0.0,0.09053333300000001,0.0,0.0,0.0,0.0,0.0,20938.0
"LINESTRING (139.6404762 35.442049,139.640547 35.4420102)",1151,713,719,7.73,5.0,5.0,25.0,1,,0.0,,,2,0,0,1,0,,0.0,0.0,0.0,,1.6,1.6,1,0,0,0.0,0.267538889,0.039066667,0.297238889,0.0,0.00033333300000000006,0.024477778,0.002627778,0.004144444000000001,0.085955556,0.005433333,0.085544444,0.0032055559999999996,0.000466667,0.140216667,0.0,0.000122222,0.0,0.0,0.008316667,6356.0
"LINESTRING (139.6404495 35.441987,139.6404762 35.442049)",1152,713,721,7.306,7.0,7.0,25.5,1,,0.0,,,2,0,0,1,0,,0.0,0.02737476,-0.0274,,1.6,1.8,1,0,0,0.0,0.050455556,0.012933333,0.33215,0.0,0.0961,0.008861111,0.001311111,0.005566666999999999,0.11463888900000001,0.002666667,0.039555556,0.0035722220000000003,0.0,0.197861111,0.002805556,0.0,0.0,0.0,0.0,23674.0
"LINESTRING (139.6432309 35.4455708,139.643614 35.4460699,139.6436821 35.4461415)",1153,714,717,75.527,7.0,7.0,25.5,1,34.0,26.0,22.0,2.0,2,0,0,0,0,,0.9807692309999999,0.00264806,-0.0026,,3.3,3.5,0,0,1,0.27450980392156893,0.15798958300000002,0.098356944,0.268688889,0.012510417,0.014917361,0.021554167000000003,0.001860417,0.006239583000000001,0.214722222,0.045932639000000004,0.008417361,0.023600694,0.000188194,0.049101389,0.006841666999999999,0.000960417,0.0,0.00017083299999999998,0.002461111,11787.5
"LINESTRING (139.6427875 35.444994,139.6428359 35.4450547,139.6432309 35.4455708)",1154,714,715,75.678,7.0,7.0,25.5,1,38.0,33.5,30.0,2.0,2,0,0,0,0,,0.76119403,-0.017178044,0.0172,,3.3,2.0,0,0,1,0.27450980392156893,0.173408333,0.085100694,0.188414583,0.0,0.022370139,0.043790277999999995,0.00109375,0.01654375,0.23755416699999998,0.034886806,0.025790278,0.003578472,7.15e-05,0.048865972,0.006957639,0.0028597220000000003,0.0,0.0,0.001115972,19367.625
"LINESTRING (139.6422759 35.4443708,139.6423399 35.4444506,139.6427472 35.4449451,139.6427875 35.444994)",1155,715,716,83.366,7.0,7.0,25.5,1,74.0,41.2,31.0,2.0,2,0,0,0,0,,0.6189320389999999,-0.011995298,0.012,,2.0,1.0,0,0,1,0.27450980392156893,0.224238889,0.054883333,0.340732716,2.72e-05,0.014990123000000001,0.028867284,0.001569753,0.01867963,0.15111666699999998,0.028546914,0.011914815,0.004487037,0.0,0.037166049,0.017891358,0.000550617,0.0,4.94e-06,0.001051852,11390.555559999999
"LINESTRING (139.640547 35.4420102,139.640523 35.4419484)",1156,719,720,7.207999999999999,7.0,7.0,25.5,1,,0.0,,,2,0,0,1,0,,0.0,0.013873473999999998,-0.0139,50.0,1.6,1.7,1,0,0,0.0,0.21082777800000002,0.012188889,0.1184,0.0001,0.056855555999999995,0.019683333,0.001216667,0.0072,0.043277777999999996,0.007294444000000001,0.031161111000000002,0.001822222,0.0,0.060927777999999995,0.002294444,0.0,0.0,0.000122222,0.00023888900000000002,76750.0
"LINESTRING (139.640523 35.4419484,139.6404495 35.441987)",1157,720,721,7.922000000000001,5.0,5.0,25.0,1,,0.0,,,2,0,0,1,0,,0.0,0.012623075,-0.0126,,1.7,1.8,1,0,0,0.0,0.375105556,0.016961111,0.335038889,0.001966667,0.022238888999999998,0.00975,0.0051,0.006033333,0.064683333,0.007872222,0.07247777799999999,0.0032166670000000003,0.0,0.012766666999999999,0.001344444,0.0,0.0,0.0,0.009627778,10047.0
"LINESTRING (139.6361269 35.4446182,139.6361826 35.4445865,139.6369438 35.4441529,139.6369853 35.4441293)",1158,724,725,94.88,0.0,5.0,5.0,0,42.0,29.875,9.0,2.0,0,0,0,0,0,,0.167364017,0.004215852,-0.0042,,1.0,1.4,0,0,0,0.0,0.031935556000000004,0.064653889,0.52469,0.009134999999999999,0.03461,0.014663333,0.000185556,0.022068333,0.07032111099999999,0.005872222,0.013880000000000002,0.012512778,0.001018333,0.137486111,0.002118333,0.004023333,0.0,0.000383889,0.0020638889999999997,8708.1
"LINESTRING (139.634917 35.4481941,139.6354128 35.4478783)",1159,726,727,56.973,0.0,4.5,4.5,0,,0.0,,,0,0,0,0,0,,0.0,-0.001755217,0.0018,,1.1,1.0,0,0,0,0.0,0.050407407,0.046716667,0.6501092589999999,0.0,0.00704537,0.041963889000000004,0.002383333,0.016367593,0.024086111,0.00065,0.01854537,0.00754537,0.0,0.07951296299999999,0.00165463,0.0,0.0,0.0,0.0,9542.166667
"LINESTRING (139.6347693 35.4479564,139.634917 35.4481941)",1160,14,726,29.851999999999997,4.5,4.5,12.0,1,21.0,21.0,21.0,1.0,1,0,0,0,0,,0.571428571,0.006699719,-0.0067,,0.9,1.1,0,0,1,0.375,0.11920370400000001,0.078637037,0.320962963,0.0,0.053098148,0.030107407000000003,0.001875926,0.011396296,0.21328703699999998,0.052501852,0.001933333,0.007262963000000001,0.0,0.023557407000000002,0.0,0.0,0.0,0.0,9.44e-05,15494.666669999999
"LINESTRING (139.634917 35.4481941,139.6350721 35.4484326)",1161,726,11,30.136,4.5,4.5,12.0,1,30.0,13.66666667,4.0,2.0,1,0,0,0,0,,0.87804878,0.019909743,-0.0199,,1.1,1.7,0,0,1,0.375,0.13703148199999998,0.135190741,0.440666667,0.000103704,0.003535185,0.04797963,0.003164815,0.01402963,0.060009259,0.01822037,0.0046,0.003603704,0.0,0.06624814799999999,0.002953704,0.000244444,0.0,0.0,0.0005981480000000001,11127.66667
"LINESTRING (139.6352519 35.4476181,139.6354128 35.4478783)",1162,284,727,31.951,3.0,3.0,9.5,1,13.0,11.0,10.0,2.0,0,0,0,0,0,,0.8636363640000001,0.006259585,-0.0063,,0.8,1.0,0,0,0,0.31578947368421,0.159444444,0.095614815,0.516898148,0.0,0.000940741,0.051992593,0.002394444,0.014975926,0.019705556000000003,0.001346296,0.0041,0.012164815,0.0,0.029138888999999998,0.011405556,0.015118518999999999,0.0,0.0,0.000742593,11523.0
"LINESTRING (139.6354128 35.4478783,139.6355665 35.4481458)",1163,727,280,32.893,3.0,3.0,9.5,1,,0.0,,,0,0,0,0,0,,0.0,0.009120482,-0.0091,,1.0,1.3,0,0,0,0.31578947368421,0.143509259,0.11952407400000001,0.5174333329999999,0.0,0.021085185,0.035833332999999995,0.003648148,0.012407406999999999,0.018759259,0.017111111000000002,0.007324074,0.00082037,0.0,0.025862963,0.0011425930000000001,0.0,0.0,0.0,0.002622222,13125.0
"LINESTRING (139.635682 35.4473125,139.6358436 35.4476033)",1164,15,728,35.328,6.0,6.0,18.0,1,23.0,16.5,10.0,2.0,2,0,0,0,0,,1.0909090909999999,0.0028306159999999998,-0.0028,,0.8,0.9,0,0,1,0.33333333333333304,0.093513889,0.059663889000000005,0.303222222,0.0,0.002061111,0.039526389,0.0084125,0.020168056,0.233272222,0.0491375,0.010804167,0.018565278,0.0,0.065805556,0.016306944,1.8100000000000003e-05,0.0,0.0,0.0036430559999999996,13658.25
"LINESTRING (139.6358436 35.4476033,139.6360062 35.447893)",1165,728,12,35.269,6.0,6.0,18.0,1,28.0,15.0,4.0,2.0,2,0,0,0,0,,1.2,0.008506053000000001,-0.0085,,0.9,1.2,0,0,1,0.33333333333333304,0.168604167,0.10746666699999999,0.342001389,0.0,0.012665278,0.051666667,0.004976389,0.027245832999999997,0.131793056,0.071948611,0.008158333,0.016459722,0.0,0.013141667,0.000225,0.000411111,0.0,0.0,0.000148611,7755.75
"LINESTRING (139.63662 35.4467904,139.6368199 35.4470609)",1166,16,729,35.14,8.5,8.5,24.0,1,44.0,33.5,23.0,2.0,2,0,0,0,0,,0.71641791,0.00569152,-0.0057,,1.0,1.2,0,0,1,0.3541666666666671,0.23373333300000002,0.046625,0.272290278,0.0,0.000281944,0.025820832999999998,0.001386111,0.0031055559999999998,0.260208333,0.013451389,0.003145833,0.00175,0.0,0.085975,0.0015277779999999998,0.001577778,0.0,0.0,6.670000000000001e-05,8829.75
"LINESTRING (139.6368199 35.4470609,139.6370181 35.4473158)",1167,729,2,35.47,8.5,8.5,24.0,1,44.0,25.4,17.0,2.0,2,0,0,0,0,,0.94488189,0.008457852,-0.0085,,1.2,1.5,0,0,1,0.3541666666666671,0.29610370399999997,0.067190741,0.246135185,0.0016129629999999998,0.004572222,0.036064815,0.000942593,0.011859258999999999,0.23879629600000002,0.007975926,0.027062963,0.003027778,0.0,0.020038889,0.0,0.0,0.0,0.0,1.3000000000000001e-05,6948.666667
"LINESTRING (139.6354128 35.4478783,139.6358436 35.4476033)",1168,727,728,49.413999999999994,0.0,4.5,4.5,0,23.0,18.5,14.0,2.0,0,0,0,0,0,,0.243243243,-0.002023718,0.002,,1.0,0.9,0,0,0,0.0,0.033621111,0.074248889,0.536606667,0.0,0.016328889,0.030152222000000003,0.0017933329999999998,0.025503333,0.043976667000000004,0.011135556000000001,0.0044266670000000004,0.036077778,0.0,0.077122222,0.051487778,0.000182222,0.0,0.0,0.0008933330000000001,10159.8
"LINESTRING (139.6358436 35.4476033,139.6368199 35.4470609)",1169,728,729,105.906,0.0,4.5,4.5,0,,0.0,,,0,0,0,0,0,,0.0,0.002832701,-0.0028,,0.9,1.2,0,0,0,0.0,0.06371010099999999,0.047814141,0.5737161620000001,1.21e-05,0.018092424,0.022384848,0.001221212,0.00959697,0.10874899,0.01365202,0.014748485,0.0072934340000000005,0.000242424,0.08085,0.013401515,0.001301515,0.0,0.000183838,0.005081313,3230.727273
"LINESTRING (139.6368199 35.4470609,139.6378412 35.4464858)",1170,729,730,105.29700000000001,0.0,4.5,4.5,0,,0.0,,,0,0,0,0,0,,0.0,0.004748473,-0.0047,,1.2,1.7,0,0,0,0.0,0.052681313,0.08546565699999999,0.537634849,0.0,0.044582323,0.023111616,0.000287879,0.009643434000000001,0.077797475,0.016379293,0.013710101,0.020866162,0.0,0.05848939400000001,0.0062868690000000005,0.0030085859999999997,0.0,0.0,0.013780303,6529.4545450000005
"LINESTRING (139.6378412 35.4464858,139.638886 35.4459065)",1171,730,731,114.831,0.0,4.5,4.5,0,,0.0,,,0,0,0,0,0,,0.0,-0.007837605,0.0078,,1.7,0.8,0,0,0,0.0,0.042394949,0.049822222,0.634630303,0.001386364,0.015075758,0.021090404,0.000544444,0.011578283,0.055834343,0.014184848,0.025870707000000003,0.0012560610000000002,0.0,0.083687879,0.010509596000000001,3.03e-06,0.0,0.0,0.000270707,5734.818182
"LINESTRING (139.638886 35.4459065,139.6399402 35.4453157)",1172,731,732,114.831,0.0,4.5,4.5,0,,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,,0.8,0.8,0,0,0,0.0,0.055204167,0.036734722000000004,0.465366204,3.24e-05,0.092915741,0.023918519,0.000589815,0.008363426,0.09686064800000001,0.028294907,0.020731481,0.0078125,0.0,0.09912638900000001,0.016287963,0.000372685,0.0,0.0,0.002181944,8137.166667
"LINESTRING (139.638059 35.4467315,139.6378412 35.4464858)",1173,13,730,33.065,5.5,5.5,17.0,1,,0.0,,,2,0,0,0,0,,0.0,0.009073038,-0.0091,,1.4,1.7,0,0,1,0.323529411764706,0.056155555999999995,0.036998148,0.174642593,0.0,0.020196296000000002,0.016442593000000002,0.000494444,0.011516667,0.410085185,0.119368519,0.023748147999999997,0.007477778000000001,0.0,0.030407407,0.004325926,0.0008037039999999999,0.0,0.0,5.56e-06,15719.666669999999
"LINESTRING (139.6378412 35.4464858,139.6376047 35.4462247)",1174,730,17,36.047,5.5,5.5,17.0,1,,0.0,,,2,0,0,0,0,,0.0,-0.019419092,0.0194,,1.7,1.0,0,0,1,0.323529411764706,0.1017125,0.12359722199999999,0.332851389,0.000551389,0.015822222,0.038495833,0.003677778,0.01895,0.218720833,0.063736111,0.008819444000000001,0.012231944,0.000133333,0.027363889,0.000544444,0.0,0.0,0.0,0.0004,5830.5
"LINESTRING (139.6390996 35.4461509,139.638886 35.4459065)",1175,113,731,33.381,4.5,4.5,15.0,1,29.0,20.25,10.0,2.0,2,0,0,0,0,,0.740740741,-0.008987148,0.009000000000000001,,1.1,0.8,0,0,1,0.3,0.06087407400000001,0.031646296000000004,0.261551852,0.0,0.016787037,0.027314815,0.000990741,0.00692037,0.299157407,0.08794259300000001,0.004012963,0.014731481000000001,0.0,0.09742222199999999,0.009738889,2.9600000000000005e-05,0.0,0.0,0.003453704,13936.666669999999
"LINESTRING (139.638886 35.4459065,139.6386639 35.4456488)",1176,731,112,34.855,4.5,4.5,15.0,1,27.0,18.5,10.0,1.0,2,0,0,0,0,,0.810810811,0.0028690290000000004,-0.0029,,0.8,0.9,0,0,1,0.3,0.150874074,0.13677037,0.403727778,0.000325926,0.0054444440000000005,0.04772037,0.003137037,0.019744444,0.111190741,0.010653703999999998,0.00062963,0.026755556,0.0,0.018912963,0.006468519,0.001027778,0.0,0.000277778,0.000507407,10049.66667
"LINESTRING (139.6400763 35.4454783,139.6399402 35.4453157)",1177,41,732,21.938000000000002,4.5,4.5,22.5,1,38.0,29.0,22.0,1.0,2,0,0,0,0,,0.7758620690000001,0.004558301,-0.0046,,0.7,0.8,0,0,1,0.2,0.20331111100000002,0.021563889,0.192447222,0.0,0.005363889,0.020341667,0.000219444,0.003841667,0.243872222,0.019705556000000003,0.049344444,0.006511111,0.0,0.08630555599999999,0.049211110999999995,0.0,0.0,0.0,0.0,17633.0
"LINESTRING (139.6399402 35.4453157,139.6397238 35.4450464)",1178,732,9,35.674,4.5,4.5,22.5,1,31.0,28.5,26.0,1.0,2,0,0,0,0,,0.7894736840000001,0.0,0.0,,0.8,0.8,0,0,1,0.2,0.22872777800000002,0.034438889,0.262793056,0.004661111,0.0008583330000000001,0.022101389,0.002644444,0.014402778,0.20734166699999998,0.006831944,0.073922222,0.003033333,0.0,0.0157625,0.014776389,0.072597222,3.75e-05,0.0,0.00025,6267.5
"LINESTRING (139.6390243 35.444061,139.64066 35.4441998)",1179,708,733,146.561,22.0,22.0,22.0,2,0.0,0.0,0.0,0.0,3,0,0,0,0,,0.0,0.004776168,-0.0048,,0.8,1.5,0,1,1,0.0,0.175543333,0.05467963,0.139246296,0.000124444,0.023296667000000004,0.007977406999999999,0.00161,0.004356667,0.30607296300000003,0.079565926,0.049875185,0.038925556,0.0018744439999999998,0.028351481,0.016931111000000002,1.26e-05,0.0,0.000408889,0.00033037,12747.06667
"LINESTRING (139.64066 35.4441998,139.6412037 35.4449174)",1180,733,43,93.663,22.0,22.0,22.0,2,0.0,0.0,0.0,0.0,3,0,0,0,0,,0.0,-0.005338287,0.0053,,1.5,1.0,0,1,1,0.0,0.194303704,0.049098765,0.080523457,6.79e-06,0.008674691,0.013537654,0.000688272,0.003251852,0.401633951,0.07152592599999999,0.051511728,0.02449321,7.96e-05,0.027170987999999997,0.000183333,0.0,0.0,0.000100617,0.001361728,12933.66667
"LINESTRING (139.64066 35.4441998,139.64174042 35.44367495)",1181,733,734,114.068,22.0,22.0,22.0,2,0.0,0.0,0.0,0.0,3,0,0,0,0,,0.0,-0.00526002,0.0053,,1.5,0.9,0,1,1,0.0,0.016846465,0.134528788,0.113573232,0.010136364,0.031727273,0.009984343,0.000536869,0.00319697,0.419963131,0.172283838,0.009734848,0.004173232,0.0,0.017489394,0.0,0.0,0.0,0.0,3.3299999999999996e-05,10042.54545
"LINESTRING (139.6422759 35.4443708,139.64174042 35.44367495)",1182,716,734,91.605,7.0,7.0,25.5,1,26.0,13.66666667,7.0,1.0,2,0,0,0,0,,1.865853659,-0.001091643,0.0011,,1.0,0.9,0,0,1,0.27450980392156893,0.20942963,0.054741358,0.207106173,3.77e-05,0.020057407,0.022210494,0.000524691,0.009045062,0.244074691,0.033025926000000004,0.034811111,0.0006506169999999999,0.0,0.064298765,0.001290123,0.001193827,0.0,0.0,0.000443827,17470.55556
"LINESTRING (139.64174042 35.44367495,139.6404762 35.442049)",1183,734,713,213.584,7.0,7.0,25.5,1,,0.0,,,2,0,0,0,0,,0.0,0.0032773990000000003,-0.0033,,0.9,1.6,0,0,1,0.27450980392156893,0.269332804,0.049184127,0.19022566100000002,0.002164815,0.028634392,0.023037037000000003,0.001283069,0.0073378309999999995,0.187203175,0.035246032000000004,0.063434392,0.0029423279999999997,0.0,0.014341534,0.003889153,0.000239153,0.0,8.47e-06,3.07e-05,21863.7619
"LINESTRING (139.63521887 35.44653448,139.6360664 35.4460781)",1184,735,736,92.41,0.0,5.0,5.0,0,,0.0,,,0,0,0,0,0,,0.0,-0.0032464020000000002,0.0032,,1.2,0.9,0,0,0,0.0,0.10822777800000001,0.078701235,0.5909012339999999,0.001283951,0.002547531,0.027322222,0.000680864,0.008060494,0.045756173,0.000326543,0.022993827,0.006221605,0.0,0.05309321,0.005132716,0.007459259,0.0,4.94e-06,0.008752469,5856.111111
"LINESTRING (139.6360664 35.4460781,139.6370017 35.4455599)",1185,736,737,102.839,0.0,4.5,4.5,0,,0.0,,,0,0,0,0,0,,0.0,0.003889575,-0.0039,,0.9,1.3,0,0,0,0.0,0.057601110999999997,0.030417778,0.611495,3.8900000000000004e-05,0.016465,0.020635556,0.002051667,0.015580000000000002,0.015145556000000001,0.008111110999999999,0.021243333,0.006616667,0.0,0.074578333,0.025199443999999998,0.000158889,0.0,0.0,0.0022916670000000003,16626.6
"LINESTRING (139.6370017 35.4455599,139.63806921 35.44497203)",1186,737,738,116.896,0.0,6.5,6.5,0,,0.0,,,0,0,0,0,0,,0.0,-0.003421845,0.0034,,1.3,0.9,0,0,0,0.0,0.056085185,0.070607407,0.640951389,0.0,0.022076852,0.02211713,0.000594444,0.020518056,0.027902778,0.020534259,0.018471296,0.00667963,6.809999999999999e-05,0.031419907000000004,0.021527315,0.0032018520000000003,0.0,1.39e-06,0.002008796,6342.166667
"LINESTRING (139.6353657 35.4467721,139.63521887 35.44653448)",1187,107,735,29.590999999999998,6.0,6.0,18.0,1,28.0,21.66666667,12.0,2.0,2,0,0,0,0,,0.8307692309999999,0.0,0.0,,1.2,1.2,0,0,1,0.33333333333333304,0.090909259,0.046903704000000004,0.31401666699999997,0.0,0.010685185,0.039938889,0.0049759259999999994,0.020855556,0.239446296,0.054862963,0.014753704,0.0015907410000000001,0.0,0.063485185,0.002546296,0.0,0.0,0.0,0.0,17105.33333
"LINESTRING (139.63521887 35.44653448,139.6350535 35.4462722)",1188,735,621,32.814,6.0,6.0,18.0,1,31.0,22.0,13.0,2.0,2,0,0,0,0,,0.818181818,0.0,0.0,,1.2,1.2,0,0,1,0.33333333333333304,0.209953704,0.05537963,0.21840370399999998,0.000105556,0.01555,0.019594444,0.0017,0.004883333,0.256422222,0.059140741,0.011218519,0.011103703999999999,4.6299999999999994e-05,0.074044444,0.002944444,0.000131481,0.0,0.0,0.000316667,10631.0
"LINESTRING (139.6362462 35.4462925,139.6360664 35.4460781)",1189,108,736,28.826,8.5,8.5,24.0,1,24.0,13.25,5.0,2.0,2,0,0,0,0,,1.811320755,-0.00346909,0.0035,,1.0,0.9,0,0,1,0.3541666666666671,0.250477778,0.03222963,0.31459259300000003,0.0,0.00042407400000000003,0.038092593,0.004853704,0.009812963000000001,0.164438889,0.015416667,0.051687037000000005,0.008033333,0.0,0.042618519,0.021814815,0.006748148000000001,0.0,0.0,0.00022407400000000002,6936.333333
"LINESTRING (139.6360664 35.4460781,139.6359477 35.4459258)",1190,736,649,20.069000000000003,8.5,8.5,24.0,1,28.0,14.25,5.0,2.0,2,0,0,0,0,,1.684210526,0.004982809,-0.005,,0.9,1.0,0,0,1,0.3541666666666671,0.353625,0.015344443999999999,0.349683333,0.0,2.78e-06,0.038408332999999996,0.0014388889999999998,0.005461110999999999,0.064469444,0.0012944439999999998,0.053411111,0.0031194440000000003,0.0,0.093016667,0.00019722200000000002,0.0007,0.0,0.0,0.000361111,3504.0
"LINESTRING (139.6371917 35.4457669,139.6370017 35.4455599)",1191,72,737,28.625,5.5,5.5,17.0,1,,0.0,,,2,0,0,0,0,,0.0,-0.00349345,0.0035,,1.4,1.3,0,0,1,0.323529411764706,0.065924074,0.018842593,0.34804629600000003,0.0,0.038025926,0.020409259,9.259999999999999e-05,0.010922221999999999,0.281562963,0.025118519,0.019838889,0.0037111109999999996,0.0,0.13656111099999999,0.0,0.0,0.0,0.0,7.41e-06,5568.666667
"LINESTRING (139.6370017 35.4455599,139.6367893 35.4453217)",1192,737,652,32.688,5.5,5.5,17.0,1,,0.0,,,2,0,0,0,0,,0.0,-0.0030592270000000003,0.0031,,1.3,1.2,0,0,1,0.323529411764706,0.231727778,0.06002037,0.366883333,9.26e-06,0.030724074,0.041453704,0.003381481,0.025798147999999996,0.09935,0.036038889,0.00552963,0.007718519,0.0,0.021759259,0.001092593,0.003601852,0.0,0.0,0.00047222199999999995,11599.0
"LINESTRING (139.6382499 35.4451782,139.63806921 35.44497203)",1193,109,738,27.995,4.5,4.5,15.0,1,45.0,25.0,10.0,2.0,2,0,0,0,0,,0.6,0.0,0.0,,0.9,0.9,0,0,1,0.3,0.010109259,0.063766667,0.322264815,0.0,0.035888889,0.033616667,0.001809259,0.016885185,0.201064815,0.06382037,0.004264815,0.008992593,0.0,0.068462963,0.063231482,0.00010185200000000001,0.0,0.0,0.0,19029.66667
"LINESTRING (139.63806921 35.44497203,139.637865 35.4447201)",1194,738,654,33.769,5.0,5.0,16.0,1,45.0,39.0,33.0,2.0,2,0,0,0,0,,0.41025641,0.0,0.0,,0.9,0.9,0,0,1,0.3125,0.232353704,0.034901852000000004,0.15097963,0.017775926,0.035903704,0.055087037,0.001272222,0.002157407,0.295990741,0.058794444,0.005951852,0.004912963,0.0,0.071214815,0.000607407,0.00057963,0.0,0.0,3.3299999999999996e-05,5667.0
"LINESTRING (139.6350275 35.4462183,139.6348605 35.4459879)",1195,37,739,29.646,10.5,10.5,37.0,1,76.0,43.75,31.0,2.0,2,0,0,0,0,,0.845714286,0.0,0.0,,1.2,1.2,0,1,1,0.283783783783784,0.108809259,0.026433333,0.133990741,1.85e-06,0.020090741000000002,0.014505556000000001,0.001022222,0.006468519,0.348738889,0.090040741,0.060255555999999995,0.0011425930000000001,0.0,0.043935185,0.00285,1.85e-06,0.0,0.0,0.0,25508.33333
"LINESTRING (139.6348605 35.4459879,139.634685 35.4457588)",1196,739,305,30.0,10.5,10.5,37.0,1,76.0,43.75,31.0,2.0,2,0,0,0,0,,0.845714286,0.016666667,-0.0167,,1.2,1.7,0,1,1,0.283783783783784,0.042975926,0.025866667000000003,0.07147037,0.0,0.021692593,0.00972037,0.000133333,0.026940741,0.41805925899999996,0.055485185,0.029509259,0.010890741,0.0,0.09052037,0.033027778,0.0,0.0,0.0,0.0,29467.33333
"LINESTRING (139.6357839 35.4457953,139.6356024 35.4455716)",1197,647,740,30.0,5.0,5.0,24.0,1,0.0,0.0,0.0,,2,0,0,0,0,,0.0,-0.01,0.01,,1.3,1.0,0,0,1,0.208333333333333,0.200581482,0.053740740999999995,0.332046296,0.0,0.000164815,0.023209259,0.002096296,0.024903704,0.128055556,0.013168518999999998,0.031581481,0.017331481,0.00042963,0.112237037,0.017877778,0.006722222,0.0,0.00040925900000000003,0.002418519,5944.666667
"LINESTRING (139.6356024 35.4455716,139.6354147 35.4453537)",1198,740,304,28.39,5.0,5.0,24.0,1,0.0,0.0,0.0,,2,0,0,0,0,,0.0,0.010567101,-0.0106,,1.0,1.3,0,0,1,0.208333333333333,0.20609074100000002,0.009735185,0.30793333300000003,0.0,0.052975926,0.020105556,9.070000000000001e-05,0.009807406999999999,0.192855556,0.035272222,0.028207407,0.010744443999999999,0.0,0.06196851900000001,0.010401852,0.000664815,0.0,0.0,0.002048148,9197.666667
